tconst	titleType	primaryTitle	averageRating	numVotes	startYear	runtimeMinutes	genre1	genre2	genre3
tt0022689	movie	Bird of Paradise	6	1431	1932	80	Adventure	Drama	Romance
tt0022694	movie	The Blue Light	6.8	1319	1932	85	Drama	Fantasy	Mystery
tt0022718	movie	Boudu Saved from Drowning	7.3	5931	1932	85	Comedy	NA	NA
tt0022735	movie	The Cabin in the Cotton	6.7	1736	1932	78	Drama	NA	NA
tt0022759	short	The Chimp	6.9	1437	1932	25	Comedy	Short	NA
tt0022762	movie	Chotard and Company	5.8	126	1933	83	Comedy	NA	NA
tt0022765	movie	Moon Over Morocco	6.2	118	1931	87	Drama	Mystery	NA
tt0022775	movie	Frisco Jenny	6.8	1077	1932	73	Crime	Drama	Music
tt0022782	short	County Hospital	7.3	2320	1932	19	Comedy	Music	Short
tt0022787	movie	Wooden Crosses	7.7	1545	1932	115	Drama	War	NA
tt0022815	movie	The Devil Is Driving	6.1	164	1932	65	Action	Comedy	Crime
tt0022820	movie	She, or Nobody	6.9	19	1932	91	Musical	NA	NA
tt0022835	movie	Dr. Jekyll and Mr. Hyde	7.6	14496	1931	98	Horror	Sci-Fi	NA
tt0022851	movie	Gilgi: One of Us	7	11	1932	89	Drama	NA	NA
tt0022854	movie	Emma	7	1025	1932	72	Drama	NA	NA
tt0022867	movie	Ecstasy	6.6	2599	1933	82	Drama	Romance	NA
tt0022869	movie	F.P.1 Doesn't Answer	6.1	285	1932	114	Adventure	Sci-Fi	NA
tt0022877	movie	Fanny	7.8	1819	1932	140	Comedy	Drama	NA
tt0022879	movie	A Farewell to Arms	6.4	6380	1932	80	Drama	Romance	War
tt0022913	movie	Freaks	7.8	47823	1932	64	Drama	Horror	NA
tt0022919	movie	Friederike	8	8	1932	92	Drama	NA	NA
tt0022923	movie	Five from the Jazzband	6.9	22	1932	88	Comedy	Musical	NA
tt0022924	movie	Fun in the Barracks	5.9	181	1932	85	Comedy	NA	NA
tt0022932	movie	Ghost City	5.7	18	1932	60	Drama	Western	NA
tt0022951	movie	Gold	5.2	58	1932	58	Drama	Western	NA
tt0022958	movie	Grand Hotel	7.3	19897	1932	112	Drama	Romance	NA
tt0022966	movie	The Countess of Monte-Christo	6.9	42	1932	98	Comedy	NA	NA
tt0022970	movie	Nail in the Boot	7.1	269	1931	53	Drama	War	NA
tt0022977	movie	Spring Comes from the Ladies	6.2	38	1932	74	Drama	NA	NA
tt0022986	movie	Red Army Days	6	46	1935	90	Comedy	Romance	NA
tt0022991	movie	Hell's House	5.8	1366	1932	72	Drama	NA	NA
tt0022994	short	Helpmates	7.7	2443	1932	21	Comedy	Short	NA
tt0023002	movie	Queen of Atlantis	6	577	1932	87	Fantasy	Sci-Fi	NA
tt0023007	movie	High Pressure	6.6	607	1932	73	Comedy	NA	NA
tt0023022	movie	Footsteps in the Night	5.7	62	1931	67	Crime	Drama	NA
tt0023028	movie	Hot Saturday	6.6	1240	1932	73	Drama	Romance	NA
tt0023030	movie	Hotel Continental	5.7	68	1932	67	Crime	Drama	Romance
tt0023036	movie	Loving Blood of the Volcano	6.8	68	1932	100	Drama	NA	NA
tt0023037	short	Las Hurdes	7.3	5977	1933	30	Documentary	Short	NA
tt0023042	movie	I Am a Fugitive from a Chain Gang	8.2	13708	1932	92	Crime	Drama	Film-Noir
tt0023046	movie	I by Day, You by Night	7	152	1932	98	Comedy	Musical	Romance
tt0023048	movie	Kantor ideál	6.4	57	1932	85	Comedy	NA	NA
tt0023070	movie	Judgment of Lake Balaton	6.7	27	1933	58	Drama	NA	NA
tt0023074	movie	Jewel Robbery	7.2	2254	1932	68	Comedy	Crime	Romance
tt0023088	movie	The Kid from Spain	6.5	570	1932	96	Comedy	Musical	Romance
tt0023113	movie	Landskamp	5.5	89	1932	87	Drama	NA	NA
tt0023119	movie	The Last of the Mohicans	5.8	158	1932	231	Drama	War	Western
tt0023122	movie	Law of the North	4.9	40	1932	55	Drama	Western	NA
tt0023137	movie	The Song of Night	6.6	38	1932	85	Comedy	Musical	NA
tt0023151	movie	The Lost Squadron	6.4	788	1932	79	Drama	History	War
tt0023157	movie	Love Is a Racket	6.2	457	1932	72	Comedy	Crime	Drama
tt0023169	movie	Madame Butterfly	6.1	398	1932	86	Drama	Romance	NA
tt0023191	movie	Mark of the Spur	5.6	51	1932	59	Western	NA	NA
tt0023194	movie	The Mask of Fu Manchu	6.2	3550	1932	68	Adventure	Horror	Sci-Fi
tt0023195	movie	Mason of the Mounted	5.2	75	1932	58	Western	NA	NA
tt0023197	movie	Until the Day We Meet Again	6.2	44	1932	103	Drama	NA	NA
tt0023213	movie	Merrily We Go to Hell	6.9	1684	1932	83	Comedy	Drama	Romance
tt0023221	movie	The Midnight Warning	4.9	175	1932	63	Mystery	NA	NA
tt0023236	movie	The Monster Walks	4.1	1009	1932	63	Horror	Mystery	NA
tt0023238	movie	The Most Dangerous Game	7.1	12992	1932	63	Action	Adventure	Horror
tt0023241	movie	Movie Crazy	7.1	1576	1932	84	Comedy	Family	Romance
tt0023245	movie	The Mummy	7	28018	1932	73	Fantasy	Horror	NA
tt0023249	movie	Murders in the Rue Morgue	6.3	4691	1932	61	Crime	Horror	Mystery
tt0023251	short	The Music Box	7.9	7694	1932	29	Comedy	Family	Short
tt0023261	movie	No Blood Relation	6.9	438	1932	79	Drama	NA	NA
tt0023264	movie	Nice Women	7.1	25	1931	70	Comedy	Romance	NA
tt0023270	movie	The Night Rider	5.4	76	1932	72	Western	NA	NA
tt0023284	movie	Night at the Crossroads	6.5	890	1932	75	Crime	Drama	Mystery
tt0023285	movie	Number 17	5.7	5099	1932	66	Crime	Mystery	Thriller
tt0023293	movie	The Old Dark House	7	11582	1932	72	Adventure	Comedy	Drama
tt0023304	movie	One Man Law	5.5	47	1931	63	Western	NA	NA
tt0023331	movie	Song of Heroes	6.8	95	1932	50	Documentary	NA	NA
tt0023332	movie	The Chocolate Girl	6.4	27	1932	80	Comedy	NA	NA
tt0023369	movie	Rain	6.9	2835	1932	94	Drama	NA	NA
tt0023374	movie	Rasputin and the Empress	6.5	1119	1932	121	Biography	Drama	History
tt0023376	movie	Razzia in St. Pauli	7	86	1932	74	Crime	Drama	NA
tt0023382	movie	Red Dust	7.2	4577	1932	83	Comedy	Drama	Romance
tt0023394	movie	The Rich Are Always with Us	6.2	1121	1932	71	Comedy	Drama	Romance
tt0023410	movie	Rome Express	6.6	530	1932	94	Adventure	Crime	Drama
tt0023424	movie	The Savage Girl	4.3	229	1932	66	Adventure	Comedy	NA
tt0023427	movie	Scarface	7.7	28788	1932	93	Action	Crime	Drama
tt0023439	short	Scram!	7.3	1431	1932	20	Comedy	Short	NA
tt0023448	movie	Secrets of the Orient	7.6	20	1928	90	Drama	NA	NA
tt0023450	movie	Where Now Are the Dreams of Youth?	7	605	1932	92	Comedy	Drama	NA
tt0023458	movie	Shanghai Express	7.3	9356	1932	82	Adventure	Drama	Film-Noir
tt0023467	movie	Liebe ist Liebe	7.9	25	1932	92	Comedy	NA	NA
tt0023470	movie	The Sign of the Cross	6.8	2477	1932	125	Drama	History	NA
tt0023509	movie	A Tremendously Rich Man	6.5	13	1932	73	Comedy	NA	NA
tt0023520	movie	A Strange Adventure	5.2	204	1932	60	Crime	Drama	Film-Noir
tt0023530	movie	Spoiling the Game	6.6	14	1932	99	Comedy	NA	NA
tt0023535	movie	The Tempest	7.5	41	1932	101	Crime	Drama	NA
tt0023547	movie	The Southsiders	5.3	83	1932	87	Comedy	NA	NA
tt0023551	movie	Tarzan the Ape Man	7	7778	1932	100	Action	Adventure	Romance
tt0023563	movie	The Testament of Dr. Mabuse	7.9	12983	1933	122	Crime	Mystery	Thriller
tt0023578	short	Their First Mistake	7.2	1521	1932	21	Comedy	Family	Short
tt0023590	movie	Three on a Match	7.1	4065	1932	63	Crime	Drama	Romance
tt0023612	short	Touchdown Mickey	6.7	407	1932	6	Animation	Comedy	Family
tt0023622	movie	Trouble in Paradise	8	15222	1932	83	Comedy	Crime	Romance
tt0023634	movie	I Was Born, But...	7.9	5799	1932	100	Comedy	Drama	NA
tt0023640	movie	The Living Dead	6.6	124	1932	89	Comedy	Horror	Sci-Fi
tt0023645	movie	What Scoundrels Men Are!	6.8	420	1932	64	Comedy	Romance	NA
tt0023649	movie	Vampyr	7.4	19096	1932	75	Fantasy	Horror	NA
tt0023655	movie	Veiled Aristocrats	5	164	1932	48	Drama	NA	NA
