tconst	titleType	primaryTitle	averageRating	numVotes	startYear	runtimeMinutes	genre1	genre2	genre3
tt0013086	movie	Dr. Mabuse, the Gambler	7.8	8705	1922	242	Crime	Mystery	Thriller
tt0013122	movie	The Woman from Nowhere	6.5	257	1922	61	Drama	NA	NA
tt0013158	short	The Frozen North	6.5	2320	1922	17	Comedy	Short	Western
tt0013201	movie	Grandma's Boy	7	1934	1922	60	Comedy	Family	NA
tt0013257	movie	Häxan	7.6	15208	1922	91	Documentary	Fantasy	Horror
tt0013274	movie	Istoriya grazhdanskoy voyny	6.6	50	2021	94	Documentary	NA	NA
tt0013284	movie	Just Tony	6.7	40	1922	70	Western	NA	NA
tt0013367	movie	The Man from Beyond	5.3	309	1922	74	Mystery	Sci-Fi	NA
tt0013373	movie	Marizza	6.5	99	1922	50	Drama	NA	NA
tt0013386	movie	Merry-Go-Round	6.5	416	1923	110	Drama	NA	NA
tt0013388	movie	Messalina	5.6	36	1924	105	Drama	History	NA
tt0013427	movie	Nanook of the North	7.6	12774	1922	78	Documentary	NA	NA
tt0013442	movie	Nosferatu	7.9	99711	1922	94	Fantasy	Horror	NA
tt0013571	movie	Salomé	6.6	1048	1922	72	Biography	Drama	History
tt0013579	movie	Warning Shadows	6.7	1050	1923	90	Drama	Fantasy	Horror
tt0013617	movie	The Little Napoleon	5.7	22	1923	NA	Biography	Drama	NA
tt0013619	movie	Sodom and Gomorrah	6	222	1922	150	Drama	NA	NA
tt0013626	short	The Smiling Madame Beudet	6.6	2688	1923	38	Drama	Short	NA
tt0013674	movie	The Three Must-Get-Theres	7	605	1922	58	Action	Adventure	Comedy
tt0013688	movie	The Toll of the Sea	6.6	848	1922	54	Drama	Family	Fantasy
tt0013710	movie	Trifling Women	6.8	26	1922	90	Drama	Romance	NA
tt0013728	movie	Vanina	5.8	65	1922	68	Drama	NA	NA
tt0013741	movie	The Loves of Pharaoh	6.6	595	1922	100	Drama	History	NA
tt0013807	short	Lao gong zhi ai qing	6.4	278	1922	30	Comedy	Romance	Short
tt0013830	movie	This Ancient Law	7.1	220	1923	128	Drama	NA	NA
tt0013891	movie	Bright Lights of Broadway	5.4	13	1923	70	Drama	NA	NA
tt0013933	movie	The Faithful Heart	7.5	1353	1923	87	Drama	Romance	NA
tt0013992	short	Glumov's Diary	5.6	851	1923	5	Comedy	Fantasy	Short
tt0014022	movie	Earth Spirit	6.1	76	1923	69	NA	NA	NA
tt0014046	short	The Flame	6.3	46	1923	43	Drama	Short	NA
tt0014069	movie	Paris Urchin	6.7	25	1923	120	Comedy	NA	NA
tt0014118	movie	The Haunted Valley	6.9	29	1923	NA	Adventure	Mystery	Thriller
tt0014174	movie	Karusellen	6.6	11	1923	55	Drama	NA	NA
tt0014181	movie	Kiri no minato	5.8	11	1923	60	Drama	NA	NA
tt0014183	movie	Kokyô	7.3	14	1923	NA	NA	NA	NA
tt0014186	movie	Krasnye dyavolyata	6.1	114	1923	130	Action	Adventure	Drama
tt0014191	movie	Die Lawine	5.4	80	1923	71	Drama	NA	NA
tt0014262	movie	Mary of the Movies	7	19	1923	57	Drama	Romance	NA
tt0014269	movie	Man by the Roadside	4.9	25	1923	NA	NA	NA	NA
tt0014301	movie	Malar Pirates	6.3	66	1923	107	Comedy	NA	NA
tt0014320	movie	The Nurtull Gang	6.5	149	1923	76	Comedy	NA	NA
tt0014323	movie	The Village Shoemakers	5.9	88	1923	83	Comedy	Drama	NA
tt0014339	movie	Good Luck	7	32	1923	61	Drama	NA	NA
tt0014397	movie	Crime and Punishment	6.7	337	1923	135	Drama	NA	NA
tt0014408	movie	Richard the Lion-Hearted	6.8	20	1923	80	Drama	NA	NA
tt0014416	movie	Rosita	6.4	431	1923	99	Comedy	Romance	NA
tt0014417	movie	The Wheel	7.5	2373	1923	417	Drama	NA	NA
tt0014446	movie	The Treasure	6.7	319	1923	80	Drama	Romance	NA
tt0014447	movie	Explosion	6.5	73	1923	65	Action	Drama	NA
tt0014451	movie	The Sea Raiders	5	13	1922	NA	Adventure	Romance	NA
tt0014516	movie	The Street	6.8	423	1923	74	Drama	NA	NA
tt0014532	movie	The Ten Commandments	6.8	2375	1923	136	Biography	Drama	Fantasy
tt0014538	movie	Three Ages	7	4651	1923	63	Comedy	NA	NA
tt0014577	movie	Der verlorene Schuh	6.3	44	1923	50	Fantasy	NA	NA
tt0014584	short	La voix du rossignol	7.2	410	1925	13	Animation	Fantasy	Short
tt0014586	movie	Waxworks	6.6	2164	1924	107	Fantasy	Horror	NA
tt0014646	movie	Aelita, the Queen of Mars	6.4	2724	1924	111	Adventure	Comedy	Drama
tt0014667	short	All Night Long	6.3	151	1924	19	Comedy	Short	War
tt0014699	short	The Battling Fool	5.4	12	1924	44	Drama	Short	Sport
tt0014762	movie	Carlos and Elisabeth	6.4	30	1924	115	Drama	NA	NA
tt0014764	movie	College Boarding House	6.6	10	1925	162	Comedy	NA	NA
tt0014797	movie	Conductor 1492	6.3	68	1924	70	Comedy	NA	NA
tt0014900	movie	Finances of the Grand Duke	6.3	926	1924	80	Comedy	NA	NA
tt0014904	short	Egy fiúnak a fele	6.1	22	1924	41	Drama	Short	NA
tt0014931	movie	La galerie des monstres	6.9	109	1924	75	Drama	NA	NA
tt0014972	movie	He Who Gets Slapped	7.8	3979	1924	95	Drama	Romance	Thriller
tt0015014	movie	L'inhumaine	7.2	948	1924	135	Drama	Mystery	Romance
tt0015016	movie	The Iron Horse	7.2	2293	1924	150	Drama	History	Romance
tt0015036	movie	Edmund Kean: Prince Among Lovers	6.6	180	1924	136	Drama	NA	NA
tt0015039	movie	Kino Eye	6.9	1135	1924	78	Documentary	NA	NA
tt0015044	movie	Comedians	6.8	15	1925	NA	NA	NA	NA
tt0015064	movie	The Last Laugh	8	14442	1924	77	Drama	NA	NA
tt0015156	movie	The Price They Pay	4.9	8	1924	79	Crime	Drama	NA
tt0015157	movie	Beyond Death	5.6	8	1924	83	Drama	NA	NA
tt0015167	movie	The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks	6.5	1050	1924	94	Comedy	Fantasy	Romance
tt0015174	movie	Die Nibelungen: Kriemhild's Revenge	7.9	4670	1924	129	Adventure	Drama	Fantasy
tt0015175	movie	Die Nibelungen: Siegfried	8.1	6114	1924	143	Adventure	Drama	Fantasy
tt0015202	movie	The Hands of Orlac	7	3113	1924	92	Crime	Horror	Mystery
tt0015213	movie	The Cigarette Girl of Mosselprom	6.6	178	1924	78	Comedy	Romance	NA
tt0015214	movie	At 3:25	7.1	1816	1925	59	Sci-Fi	NA	NA
tt0015263	movie	The Reckless Age	6.2	58	1924	70	Comedy	Drama	Music
tt0015284	movie	Roaring Rails	6.5	94	1924	60	Drama	NA	NA
tt0015324	movie	Sherlock Jr.	8.2	51438	1924	45	Action	Comedy	Romance
tt0015361	movie	Strike	7.6	8234	1925	82	Drama	NA	NA
tt0015375	movie	Studenterna på Tröstehult	5	15	1924	96	NA	NA	NA
tt0015393	movie	Terror	7.8	12	1924	NA	Drama	NA	NA
tt0015414	movie	La tierra de los toros	5.3	16	2000	60	NA	NA	NA
tt0015532	movie	The Adventures of Prince Achmed	7.8	6430	1926	80	Adventure	Animation	Family
tt0015624	movie	The Big Parade	7.9	6948	1925	151	Drama	Romance	War
tt0015626	movie	Das Bildnis	7	18	1923	115	Drama	Fantasy	Romance
tt0015635	short	Boobs in the Wood	6.2	81	1925	20	Comedy	Romance	Short
tt0015648	movie	Battleship Potemkin	7.9	58980	1925	75	Drama	History	Thriller
tt0015673	short	Chess Fever	7.1	1404	1925	28	Comedy	Short	NA
tt0015745	movie	The Desert Flower	7	39	1925	70	Western	NA	NA
tt0015771	movie	The case of the murder of Tariel Mklavadze	5.8	31	1925	70	Crime	Drama	Horror
tt0015794	movie	The Phantom of the Moulin-Rouge	6.4	215	1925	90	Drama	Fantasy	NA
tt0015801	movie	The Living Dead Man	7	418	1925	170	Comedy	Drama	Romance
tt0015802	short	Fiddlin' Around	5.1	31	1925	NA	Comedy	Short	NA
tt0015842	movie	The Joyless Street	7.1	1636	1925	125	Drama	NA	NA
tt0015847	movie	Furusato no uta	5.8	142	1926	45	Drama	NA	NA
tt0015861	movie	The Bride of Glomdal	6.6	593	1926	115	Drama	Romance	NA
tt0015864	movie	The Gold Rush	8.1	112833	1925	95	Adventure	Comedy	Drama
tt0015881	movie	Greed	8.1	10263	1924	140	Drama	Thriller	Western
tt0015916	short	His Marriage Wow	6.6	207	1925	21	Comedy	Romance	Short
tt0015935	movie	El húsar de la muerte	6.6	145	1925	65	Biography	Drama	History
tt0015997	movie	The Stationmaster	7	16	1925	77	Drama	NA	NA
tt0015998	movie	Cross and Mauser	6.3	23	1925	104	Adventure	NA	NA
tt0016039	movie	The Lost World	7	5466	1925	110	Adventure	Fantasy	Sci-Fi
tt0016051	movie	The Lucky Devil	6.3	41	1925	63	Action	Comedy	Drama
tt0016112	movie	Les Misérables	7.1	83	1925	359	Drama	NA	NA
tt0016142	movie	The Mystic	6.2	145	1925	70	Drama	NA	NA
tt0016174	movie	Old Clothes	2.2	181	1925	65	Drama	NA	NA
tt0016220	movie	The Phantom of the Opera	7.5	18988	1925	93	Horror	NA	NA
tt0016226	movie	The Plastic Age	6	343	1925	73	Comedy	Romance	Sport
tt0016232	movie	Poil de carotte	7.1	291	1925	123	Drama	NA	NA
tt0016234	movie	Constable Paulus' Easter Bomb	5.4	20	1925	82	Comedy	Drama	NA
tt0016240	movie	Prem Sanyas	6.5	175	1925	97	Biography	Drama	History
tt0016241	movie	Pretty Ladies	5	257	1925	74	Comedy	Drama	NA
tt0016283	short	Lost & Found	7.1	68	1925	20	Comedy	Short	NA
tt0016368	movie	Soft Shoes	6.5	26	1925	60	Western	NA	NA
tt0016370	movie	Solskinsdalen	6.1	8	1925	54	NA	NA	NA
tt0016392	movie	The City Without Jews	6.3	390	1924	91	Drama	NA	NA
tt0016473	movie	The Unholy Three	7.2	2010	1925	86	Crime	Drama	Romance
tt0016491	movie	Mother	7.6	895	1925	114	Drama	Mystery	Romance
tt0016493	movie	The Imaginary Voyage	6.7	239	1926	80	Comedy	Drama	Fantasy
tt0016526	movie	The White Outlaw	7.2	73	1925	50	Western	NA	NA
tt0016544	movie	The Wizard of Oz	4.9	1661	1925	95	Adventure	Comedy	Family
tt0016564	movie	Heart of an Actress	7	34	1924	85	Drama	NA	NA
tt0016618	movie	Bad Man's Bluff	5	13	1926	50	Western	NA	NA
tt0016641	movie	Ben-Hur: A Tale of the Christ	7.8	7732	1925	143	Action	Adventure	Drama
tt0016691	movie	The Bridal Party in Hardanger	6.8	138	1926	104	Drama	Romance	NA
tt0016696	movie	The Bay of Death	7.5	29	1926	84	Drama	NA	NA
tt0016804	movie	Don Juan	7	847	1926	110	Adventure	Romance	NA
tt0016846	short	O Fauno das Montanhas	6.7	21	1926	40	Drama	Fantasy	Short
tt0016847	movie	Faust	8.1	15719	1926	107	Drama	Fantasy	Horror
tt0016874	movie	The Fire Brigade	7.5	65	1926	90	Drama	NA	NA
tt0016884	movie	Flesh and the Devil	7.6	4404	1926	112	Drama	Music	NA
tt0016885	movie	Girl in Tails	6.9	68	1926	114	Drama	NA	NA
tt0016895	movie	For Heaven's Sake	7.5	1785	1926	58	Action	Comedy	Romance
tt0016906	movie	Frivolinas	5.6	21	1927	80	Comedy	Musical	NA
tt0016939	movie	The Great K & A Train Robbery	6.4	365	1926	53	Western	NA	NA
tt0016953	movie	The Holy Mountain	6.6	862	1926	100	Drama	NA	NA
tt0016981	movie	The Honeymoon Express	6.4	21	1926	70	Drama	NA	NA
tt0017009	movie	Johnny Get Your Hair Cut	7.3	12	1927	70	Comedy	Drama	NA
tt0017017	movie	The Imaginary Baron	5.6	16	1927	NA	NA	NA	NA
tt0017020	movie	Kaikoku danji	7.8	10	1926	58	NA	NA	NA
tt0017022	movie	Kaminingyô no haru no sasayaki	6.3	14	1926	100	NA	NA	NA
tt0017023	movie	Kane	7.2	15	1926	68	Comedy	NA	NA
tt0017027	movie	The Innocent Susanne	6.9	17	1926	NA	Comedy	NA	NA
tt0017043	movie	Heads Up, Charley	5.2	11	1927	NA	NA	NA	NA
tt0017047	movie	The Wings of a Serf	7.4	20	1926	79	Drama	NA	NA
tt0017048	movie	A Page of Madness	7.4	3997	1926	70	Drama	Horror	Thriller
tt0017049	movie	The Passion of a Woman Teacher	7.2	26	1926	53	Drama	Horror	Romance
tt0017075	movie	The Lodger: A Story of the London Fog	7.3	12433	1927	92	Crime	Drama	Mystery
tt0017097	movie	The Hero of the Circus	5.4	64	1926	NA	Adventure	NA	NA
tt0017103	movie	The Magician	6.7	777	1926	83	Drama	Fantasy	Horror
tt0017128	movie	Mother	7.5	2927	1926	89	Drama	NA	NA
tt0017136	movie	Metropolis	8.3	176615	1927	153	Drama	Sci-Fi	NA
tt0017137	movie	Michel Strogoff	7.2	123	1926	168	Adventure	NA	NA
tt0017159	movie	The Adventures of the Three Reporters	6.9	332	1926	250	Adventure	Comedy	Crime
tt0017180	movie	Murtovarkaus	5.8	13	1926	84	Drama	NA	NA
tt0017226	movie	Old Ironsides	6.8	270	1926	111	Drama	History	NA
tt0017253	movie	Parovoz No. 10006	2.6	12	1926	NA	NA	NA	NA
tt0017271	movie	By the Law	7.6	1146	1926	80	Action	Drama	Mystery
tt0017292	movie	The Prey of the Wind	6.7	121	1927	90	Drama	Romance	NA
tt0017293	movie	Three Thieves	7.1	174	1926	66	Comedy	NA	NA
tt0017321	movie	A Regular Scout	4.5	33	1926	60	Action	Adventure	Romance
tt0017338	movie	The Knight of the Rose	6.1	125	1925	105	Comedy	NA	NA
tt0017356	movie	Sea Horses	5.8	16	1926	70	Drama	Romance	NA
tt0017376	movie	The Sixth Part of the World	7.2	553	1926	68	Documentary	NA	NA
tt0017378	movie	The Overcoat	6.6	378	1926	84	Drama	NA	NA
tt0017405	short	Slipping Wives	6	544	1927	23	Comedy	Short	NA
tt0017409	movie	So This Is Paris	7.1	684	1926	60	Comedy	NA	NA
tt0017416	movie	The Son of the Sheik	6.6	2025	1926	68	Adventure	Drama	Romance
tt0017418	movie	Sorok pervyy	7	142	1927	66	Drama	War	NA
tt0017421	movie	Spangles	6.1	29	1926	77	Drama	Romance	NA
tt0017423	movie	Sparrows	7.4	1396	1926	109	Drama	NA	NA
tt0017438	movie	The Student of Prague	6.9	720	1926	110	Drama	Horror	NA
tt0017492	movie	Twinkletoes	7	91	1926	80	Drama	Romance	NA
tt0017508	movie	Upstage	6.9	93	1926	76	Drama	Romance	NA
tt0017513	movie	Vasya reformator	7.3	29	1926	49	Comedy	Drama	NA
tt0017527	movie	War Paint	5.2	14	1926	NA	Western	NA	NA
tt0017534	movie	West Point	6.6	1934	1927	95	Drama	Romance	Sport
tt0017567	movie	The Winning of Barbara Worth	7	892	1926	89	Drama	Romance	Western
tt0017584	movie	You Never Know Women	6.8	129	1926	70	Drama	NA	NA
tt0017621	movie	A Daughter of Destiny	6.2	386	1928	108	Drama	Fantasy	Horror
tt0017668	movie	Berlin: Symphony of a Great City	7.6	4544	1927	65	Documentary	NA	NA
tt0017683	movie	Blighty	6	16	1927	NA	Drama	War	NA
tt0017726	movie	Café Elektric	6.3	155	1927	91	Drama	NA	NA
tt0017735	movie	Captain Salvation	6.8	326	1927	87	Drama	Romance	NA
tt0017736	movie	The Loves of Casanova	7.1	230	1927	132	Biography	Drama	NA
tt0017739	movie	The Cat and the Canary	7.1	3117	1927	108	Comedy	Horror	Mystery
tt0017743	movie	Chang: A Drama of the Wilderness	6.9	1035	1927	69	Adventure	Documentary	Drama
tt0017744	short	Charleston Parade	5.9	701	1927	17	Sci-Fi	Short	NA
tt0017766	movie	The College Hero	4.9	30	1927	54	Comedy	Romance	NA
tt0017805	movie	The Desired Woman	4.1	27	1927	70	Adventure	Drama	Romance
tt0017809	movie	The Girl with the Hat Box	7.1	769	1927	60	Comedy	Drama	Romance
tt0017839	movie	Two Days	7.1	62	1927	60	Drama	NA	NA
tt0017844	movie	Seeds of Freedom	6.8	30	1928	60	Drama	NA	NA
tt0017866	movie	Fast and Furious	5.5	49	1927	60	Comedy	NA	NA
tt0017883	movie	Finger Prints	6	18	1927	70	Comedy	Crime	NA
tt0017925	movie	The General	8.1	92924	1926	67	Action	Adventure	Comedy
tt0017938	movie	The Three-Sided Mirror	6.9	922	1927	45	Drama	Romance	NA
tt0017946	movie	Good Time Charley	5.6	38	1927	70	Drama	NA	NA
tt0017952	movie	Das Mädchen mit den fünf Nullen	7.3	20	1927	97	Comedy	NA	NA
tt0017954	movie	The Great Leap	6.1	151	1927	112	Adventure	Comedy	NA
tt0017970	movie	Hawk of the Hills	6.2	15	1927	200	Western	NA	NA
tt0018033	movie	It	7.2	3352	1927	72	Comedy	Romance	NA
tt0018037	movie	The Jazz Singer	6.4	10411	1927	88	Drama	Music	Musical
tt0018049	movie	Betrayal	6.6	13	1927	124	History	NA	NA
tt0018051	movie	The Kid Brother	7.6	4549	1927	82	Comedy	Drama	Family
tt0018054	movie	The King of Kings	7.4	2242	1927	160	Biography	Drama	Family
tt0018060	movie	Kôon	6.8	11	1927	NA	NA	NA	NA
tt0018066	movie	The End of St. Petersburg	7.3	1772	1927	85	Drama	NA	NA
tt0018082	movie	Laster der Menschheit	7.6	14	1927	NA	Drama	NA	NA
tt0018087	movie	The Love of Jeanne Ney	7.2	831	1927	104	Drama	Romance	NA
tt0018107	movie	Love	6.9	1100	1927	82	Drama	Romance	NA
tt0018128	movie	Madame Visits Oslo	6.3	12	1927	118	Adventure	Crime	Drama
tt0018142	movie	The Marriage of Mademoiselle Beulemans	6.3	35	1927	65	Comedy	NA	NA
tt0018159	movie	A Million Bid	5.8	38	1927	70	Drama	Romance	NA
tt0018172	movie	Moscow	7.8	54	1927	60	Documentary	NA	NA
tt0018183	movie	My Best Girl	7.5	897	1927	80	Comedy	Romance	NA
tt0018192	movie	Napoleon	8.2	8067	1927	330	Biography	Drama	History
tt0018199	movie	Nevada	6.2	129	1927	70	Western	NA	NA
tt0018208	movie	The Young Eagles	6.6	95	1927	78	Drama	Romance	War
tt0018217	movie	October (Ten Days that Shook the World)	7.4	8079	1927	142	Drama	History	NA
tt0018243	movie	Outlaws of Red River	6	33	1927	60	Western	NA	NA
tt0018246	movie	The Fall of the Romanov Dynasty	6.4	332	1927	90	Documentary	History	NA
tt0018258	movie	Husband by Proxy	5.5	26	1927	105	Drama	NA	NA
tt0018269	movie	Poet i tsar	6.3	33	1927	85	Drama	NA	NA
tt0018311	movie	The Red Mill	6.8	1473	1927	74	Comedy	Romance	NA
tt0018325	movie	Ride 'em High	5	11	1927	50	Western	NA	NA
tt0018368	short	The Second 100 Years	6.8	787	1927	20	Comedy	Short	NA
tt0018372	movie	His Greatest Bluff	6.4	25	1927	NA	Comedy	NA	NA
tt0018381	movie	Señorita	6.9	30	1927	70	Action	Comedy	NA
tt0018410	movie	Six et demi onze	6.9	123	1927	84	Drama	NA	NA
tt0018451	movie	The Student Prince in Old Heidelberg	7.6	1551	1927	106	Drama	Romance	NA
tt0018453	movie	The Diplomatic Pouch	6.5	171	1927	48	Thriller	NA	NA
tt0018455	movie	Sunrise	8.1	51815	1927	94	Drama	Romance	NA
tt0018469	movie	The Telephone Girl	6.4	9	1927	60	Drama	NA	NA
tt0018478	movie	Lost Treasure	6.4	66	1927	86	Adventure	NA	NA
tt0018524	movie	Uncle Tom's Cabin	6.8	468	1927	144	Drama	History	NA
tt0018525	movie	The Understanding Heart	2.5	185	1927	67	Adventure	Crime	Drama
tt0018526	movie	Underworld	7.5	3216	1927	80	Crime	Drama	Film-Noir
tt0018537	movie	Vester Vov-Vov	6.5	30	1927	139	Comedy	NA	NA
tt0018548	movie	The War Horse	6.9	19	1927	50	Adventure	Drama	Romance
tt0018553	movie	The White Spider	7.4	8	1927	NA	Drama	NA	NA
tt0018578	movie	Wings	7.6	13437	1927	144	Action	Drama	Romance
tt0018584	movie	The Wizard	7.1	119	1927	60	Horror	Mystery	Sci-Fi
tt0018588	movie	Three Loves	6.7	274	1929	76	Drama	NA	NA
tt0018600	movie	Xi xiang ji	6.1	154	1927	50	Drama	Romance	NA
tt0018606	movie	Blade of Penitence	6.9	56	1927	70	Drama	NA	NA
tt0018618	movie	Across to Singapore	6.2	1160	1928	85	Crime	Drama	Romance
tt0018619	movie	The Actress	6.2	28	1928	70	Comedy	Drama	NA
tt0018622	movie	Adoration	6.8	28	1928	73	Drama	NA	NA
tt0018638	movie	Alias Jimmy Valentine	6.9	36	1928	88	Drama	NA	NA
tt0018642	movie	The Old Fritz	5.9	27	1928	167	Biography	Drama	History
tt0018647	movie	Anybody Here Seen Kelly?	6	33	1928	80	Comedy	NA	NA
tt0018662	movie	Avalanche	6.4	13	1928	60	Action	Drama	Romance
tt0018666	movie	The Awakening	5.6	81	1928	90	Drama	Romance	War
tt0018674	movie	The Barker	7.1	115	1928	80	Drama	NA	NA
tt0018686	movie	The White Eagle	6.4	62	1928	67	Drama	History	NA
tt0018696	short	The Bicycle Flirt	7.7	16	1928	20	Comedy	Short	NA
tt0018714	movie	Physical Beauty	5.6	34	1928	55	Comedy	NA	NA
tt0018727	movie	Brotherly Love	6.2	19	1928	67	Comedy	NA	NA
tt0018728	short	The Bridge	6.9	496	1928	15	Documentary	Short	NA
tt0018729	movie	Buck Privates	7.7	32	1928	70	Comedy	NA	NA
tt0018737	movie	Pandora's Box	7.8	11166	1929	109	Crime	Drama	Romance
tt0018742	movie	The Cameraman	8	12161	1928	76	Comedy	Drama	Family
tt0018748	movie	Captain Swagger	5	41	1928	65	Drama	NA	NA
tt0018753	movie	Celebrity	6.8	16	1928	65	Drama	Romance	Sport
tt0018770	movie	The Fall of the House of Usher	7.3	4158	1928	63	Drama	Fantasy	Horror
tt0018773	movie	The Circus	8.1	34532	1928	72	Comedy	Family	Romance
tt0018792	movie	The Cop	6.2	49	1928	77	Drama	NA	NA
tt0018826	movie	Two Timid Souls	6.9	212	1928	87	Comedy	NA	NA
tt0018839	movie	The Docks of New York	7.5	4709	1928	76	Crime	Drama	Film-Noir
tt0018841	movie	Dom na Trubnoy	7.2	697	1928	64	Comedy	NA	NA
tt0018849	movie	The Dragnet	7.2	19	1928	80	Crime	Drama	NA
tt0018856	movie	Three Friends and an Invention	6.4	18	1927	60	Comedy	Romance	NA
tt0018867	movie	Escape from Hong Kong	5.6	35	1942	60	Adventure	Mystery	War
tt0018870	movie	Excess Baggage	7.4	24	1928	72	Comedy	NA	NA
tt0018876	movie	The Farmer's Wife	5.8	2951	1928	100	Comedy	Drama	Romance
tt0018880	movie	The Fearless Rider	5.3	18	1928	51	Action	Adventure	Romance
tt0018888	movie	Filmens helte	6.5	28	1928	119	Comedy	NA	NA
tt0018890	short	The Finishing Touch	7.2	1291	1928	19	Comedy	Short	NA
tt0018909	movie	Four Sons	7.2	834	1928	100	Drama	War	NA
tt0018930	movie	The Secret Courier	6.5	18	1928	NA	NA	NA	NA
tt0018961	movie	The Amateur Adventure	7.2	8	1928	92	NA	NA	NA
tt0018967	movie	Gustaf Wasa, Part One	5.4	13	1928	103	NA	NA	NA
tt0018968	movie	Gustaf Wasa, Part Two	4.9	12	1928	111	NA	NA	NA
tt0018973	movie	Majestät schneidet Bubiköpfe	7.4	22	1928	82	Drama	NA	NA
tt0018987	movie	Heart to Heart	5.6	27	1928	70	Comedy	NA	NA
tt0018996	movie	High Treason	6.1	178	1929	95	Sci-Fi	NA	NA
tt0018998	short	Couple on the Move	6.2	25	1928	41	Short	NA	NA
tt0019023	movie	Hot Heels	5.5	19	1927	60	Action	Comedy	Crime
tt0019034	short	Mati samepo	6.9	13	1928	20	Documentary	Short	NA
tt0019041	movie	Jazz Mad	6.8	11	1928	70	Drama	Romance	NA
tt0019043	movie	Crossroads	7.1	421	1928	81	Drama	NA	NA
tt0019045	short	Pumpkin	6.4	25	1928	43	Short	NA	NA
tt0019049	movie	Fight of the Tertia	8	12	1929	NA	NA	NA	NA
tt0019050	movie	Fight for the Matterhorn	7.1	55	1928	117	Drama	NA	NA
tt0019058	movie	Kraft og skønhed	6.4	7	1927	123	Comedy	NA	NA
tt0019071	movie	The Last Command	8	4113	1928	88	Drama	History	Romance
tt0019098	movie	Lilac Time	6.6	714	1928	80	Drama	Romance	War
tt0019103	movie	Skirts	7.2	12	1928	72	Comedy	NA	NA
tt0019130	movie	The Man Who Laughs	7.7	7312	1928	110	Drama	Horror	Mystery
tt0019132	movie	The Man from Headquarters	4.8	28	1928	60	Crime	Drama	Mystery
tt0019141	movie	Wedding March	6.7	12	1929	NA	Comedy	NA	NA
tt0019144	movie	Marked Money	5.7	27	1928	60	Drama	NA	NA
tt0019175	movie	Moy syn	6.8	38	1928	49	Drama	NA	NA
tt0019182	movie	Mother Machree	5.4	171	1927	75	Drama	NA	NA
tt0019221	movie	Wife Lost	6	34	1928	55	Drama	NA	NA
tt0019233	movie	On Trial	6.6	20	1928	91	Drama	Mystery	Romance
tt0019237	movie	Our Dancing Daughters	6.7	1875	1928	85	Drama	NA	NA
tt0019252	movie	Partners in Crime	2.3	42	1928	65	Action	Adventure	Comedy
tt0019254	movie	The Passion of Joan of Arc	8.2	56445	1928	110	Biography	Drama	History
tt0019260	movie	Peace on Earth	8.1	14	1928	NA	NA	NA	NA
tt0019267	short	The Little Match Girl	7.1	1453	1928	40	Drama	Fantasy	Short
tt0019286	movie	Storm Over Asia	7	2197	1928	127	Drama	War	NA
tt0019312	movie	The Red Dance	6.2	143	1928	103	Drama	Music	Romance
tt0019335	movie	Rose-Marie	4.2	220	1928	70	Drama	NA	NA
tt0019348	movie	Sal of Singapore	5.7	51	1928	70	Drama	NA	NA
tt0019369	movie	Shanhkayskiy dokument	6.6	31	1928	51	Documentary	NA	NA
tt0019374	movie	Shiraz	7	310	1928	97	Drama	History	Romance
tt0019388	movie	The Singing Fool	6.3	254	1928	105	Drama	Musical	NA
tt0019403	movie	Salt for Svanetia	7.5	820	1930	55	Documentary	NA	NA
tt0019415	movie	Spies	7.5	3722	1928	150	Romance	Thriller	NA
tt0019422	short	Steamboat Willie	7.5	9817	1928	8	Animation	Comedy	Family
tt0019429	movie	Street Angel	7.3	2437	1928	102	Drama	NA	NA
tt0019474	movie	Thunder Riders	3.8	46	1928	50	Western	NA	NA
tt0019476	movie	Thérèse Raquin	6.9	23	1928	90	Crime	Drama	Romance
tt0019480	movie	The Sad Sack	6.3	262	1928	87	Comedy	NA	NA
tt0019486	movie	The Tournament	6.3	90	1928	90	Drama	NA	NA
tt0019489	movie	The Trail of '98	7	419	1928	87	Action	Adventure	Drama
tt0019504	short	Two Tars	7.2	1484	1928	21	Comedy	Family	Short
tt0019514	movie	Under the Lantern	7.3	99	1928	130	Drama	NA	NA
tt0019516	movie	V bolshom gorode	5.4	27	1928	73	Drama	NA	NA
tt0019526	movie	The Great Road	6	10	1927	NA	NA	NA	NA
tt0019543	movie	Dreams of Youth	6	48	1928	56	Comedy	NA	NA
tt0019553	movie	The Way of All Flesh	6.9	198	1927	94	Drama	NA	NA
tt0019557	movie	Weary River	6.1	510	1929	86	Drama	Music	Romance
tt0019558	movie	The Wedding March	7.4	1813	1928	113	Drama	NA	NA
tt0019562	movie	West of Santa Fe	5.2	20	1928	48	Western	NA	NA
tt0019563	movie	West of Zanzibar	7.2	1835	1928	65	Drama	Mystery	NA
tt0019574	movie	White Shadows in the South Seas	6.9	885	1928	88	Drama	Romance	NA
tt0019582	movie	The Wild West Show	5.1	20	1928	60	Western	NA	NA
tt0019589	movie	The Woman Disputed	7.4	124	1928	108	Drama	History	Romance
tt0019598	movie	Wyoming	5.6	22	1928	NA	Action	Adventure	Romance
tt0019599	movie	Die Yacht der sieben Sünden	6.5	23	1928	NA	Drama	NA	NA
